City,Date,AQI,PM2.5,PM10,NO2,CO,O3,SO2
Delhi,2/28/2024,96,139,154,98.15594758,0.433127513,13.26060935,39.35139904
Delhi,2/29/2024,390,378,383,25.58816829,0.924318134,85.71589954,32.71325441
Delhi,3/1/2024,374,423,426,33.4804261,0.129078627,187.3528985,27.54679478
Delhi,3/2/2024,374,327,312,16.35118727,1.320596629,15.037149,31.35990116
Delhi,3/3/2024,389,362,343,44.93529336,1.322247615,97.06804919,29.55275552
Delhi,3/4/2024,150,111,83,83.83841594,1.337821067,49.27002838,17.32825073
Delhi,3/5/2024,61,105,120,11.63996431,0.279441625,139.7712869,8.203489181
Delhi,3/6/2024,313,355,350,71.34523021,0.747186682,59.53196036,27.32168544
Delhi,3/7/2024,363,387,385,13.5267694,0.89409746,193.8403048,29.65873475
Delhi,3/8/2024,406,428,421,82.61512653,1.98195977,88.39735861,21.74081386
Delhi,3/9/2024,145,118,110,93.7681593,1.730984229,91.5088652,38.78919805
Delhi,3/10/2024,266,314,324,43.99559976,1.1152222,104.3466262,22.53281388
Delhi,3/11/2024,446,454,442,45.02815109,0.120591538,182.0225755,9.107900455
Delhi,3/12/2024,333,360,360,95.55464322,1.189531987,130.0490703,25.18004849
Delhi,3/13/2024,148,109,103,59.83327471,0.504183001,189.7769631,40.15832227
Delhi,3/14/2024,88,90,101,97.68233877,1.99226936,20.61551939,38.16660006
Delhi,3/15/2024,270,294,281,97.17867496,1.407257019,169.0231361,44.00909174
Delhi,3/16/2024,279,235,250,73.08722183,0.238249712,166.1534113,36.78090022
Delhi,3/17/2024,54,32,38,30.99052652,1.204480293,173.9963192,44.61619859
Delhi,3/18/2024,194,214,208,63.26998649,0.765414669,144.5544272,26.67501446
Delhi,3/19/2024,413,416,424,48.17998083,1.822073332,31.12752164,27.16812969
Delhi,3/20/2024,190,231,258,76.68764748,1.557670221,166.3301669,38.48952456
Delhi,3/21/2024,436,462,459,96.59552936,0.812254101,64.28529639,44.08696077
Delhi,3/22/2024,471,426,453,11.09390272,1.942769771,18.20038327,45.10144012
Delhi,3/23/2024,423,457,437,92.72041438,0.580681319,142.1281134,8.394554619
Delhi,3/24/2024,96,94,77,36.50445522,1.992079613,142.4157606,22.28908241
Delhi,3/25/2024,490,514,495,96.28321667,0.209941406,84.95914174,9.804022967
Delhi,3/26/2024,422,379,406,26.93090438,0.981026969,77.13692332,31.26452503
Delhi,3/27/2024,269,259,264,98.758967,1.426507257,111.8583096,18.92874273
Delhi,3/28/2024,261,287,284,34.38618783,0.353051738,24.47807212,47.32393222
Delhi,3/29/2024,420,438,454,92.72588967,0.257221998,176.5656823,29.82145426
Delhi,3/30/2024,54,36,59,82.94979977,1.975824646,38.57920931,31.73588219
Delhi,3/31/2024,112,150,141,84.62477986,1.181254791,22.06724762,6.656984044
Delhi,4/1/2024,434,404,421,16.78231543,1.414257355,111.5257923,38.74598373
Delhi,4/2/2024,308,310,302,79.20886737,1.895054887,171.4330042,16.13066458
Delhi,4/3/2024,127,149,164,32.62981956,0.621990414,49.37325331,44.51993004
Delhi,4/4/2024,337,320,317,34.18052338,0.14215101,104.6513855,26.42948136
Delhi,4/5/2024,308,307,288,83.47471617,1.939150154,26.79756244,40.63180278
Delhi,4/6/2024,450,446,438,77.96235301,1.278588148,143.7751559,14.58338727
Delhi,4/7/2024,471,484,513,98.24164526,1.255366914,130.9624211,29.96670238
Delhi,4/8/2024,484,496,499,41.34299203,1.076580029,158.8940724,22.8444252
Delhi,4/9/2024,296,296,282,95.45685613,0.379439614,186.0516488,27.14523319
Delhi,4/10/2024,389,426,400,98.20293178,1.035974379,72.46280595,33.50303844
Delhi,4/11/2024,289,313,333,58.3537075,0.974226402,121.1055601,23.013522
Delhi,4/12/2024,449,406,379,26.3692076,0.756767838,180.3897979,26.32827381
Delhi,4/13/2024,142,123,142,64.1741856,0.525313225,166.140221,20.52871825
Delhi,4/14/2024,219,229,220,17.98322804,0.329208155,97.54796593,14.28501733
Delhi,4/15/2024,83,81,64,39.7089562,0.711007253,27.53521138,26.65154273
Delhi,4/16/2024,263,268,267,24.12799144,0.816843334,10.49305463,44.07354982
Delhi,4/17/2024,57,105,126,28.8414391,0.803896995,102.0593672,32.82146472
Delhi,4/18/2024,127,164,135,77.27238443,0.169698085,57.96301943,37.10073136
Delhi,4/19/2024,160,132,147,77.46546088,0.15789709,174.7708464,20.93660019
Delhi,4/20/2024,420,384,378,76.36646855,0.446339369,117.1533675,42.83194936
Delhi,4/21/2024,135,174,187,30.98947704,0.751561042,100.0542889,20.97969365
Delhi,4/22/2024,282,249,265,62.57795362,1.499962703,115.9710305,31.39409456
Delhi,4/23/2024,285,317,328,35.53983152,0.789856363,132.7242759,30.68502371
Delhi,4/24/2024,489,497,511,39.73136332,1.874014465,11.431529,15.1399759
Delhi,4/25/2024,119,72,71,26.79103216,0.641680821,42.94098311,45.35444411
Delhi,4/26/2024,296,248,268,11.64182333,1.424226778,199.4785516,45.34746183
Delhi,4/27/2024,269,293,266,10.47700058,1.95262761,103.2422681,37.53032435
Delhi,4/28/2024,111,117,88,60.10866037,1.18606411,63.1960278,39.62718199
Delhi,4/29/2024,375,350,373,73.9857231,0.479063162,149.8869649,28.84280104
Delhi,4/30/2024,50,89,72,35.97674979,1.204352621,39.3289159,26.65130458
Delhi,5/1/2024,308,290,265,40.29438504,0.355387886,22.04124439,49.54821046
Delhi,5/2/2024,62,51,22,17.90813001,0.36376707,10.51507089,10.25132289
Delhi,5/3/2024,448,421,428,47.06568227,0.762849706,186.6105374,42.37787335
Delhi,5/4/2024,285,284,267,93.96442604,1.982766005,48.95034391,22.06528632
Delhi,5/5/2024,50,39,30,14.32851796,1.584877515,167.3087686,38.77258661
Delhi,5/6/2024,365,344,348,24.78392181,1.647691968,136.3874719,28.53794411
Delhi,5/7/2024,181,219,233,62.94760082,1.39766592,95.87023425,37.12021047
Delhi,5/8/2024,337,337,344,58.58029557,0.933614883,119.7223915,20.99131033
Delhi,5/9/2024,499,526,548,91.58248999,1.286052192,32.21062773,47.29244556
Delhi,5/10/2024,440,440,417,72.43458467,0.416788444,176.9395319,27.29406319
Delhi,5/11/2024,280,256,261,99.79233543,1.529565928,144.3262876,40.03573726
Delhi,5/12/2024,338,355,346,74.2657674,1.038564826,153.3807055,9.631221383
Delhi,5/13/2024,446,426,442,86.18070626,0.342228458,85.48458521,40.87829146
Delhi,5/14/2024,310,288,304,46.80596594,1.566575763,12.31858374,31.92992155
Delhi,5/15/2024,469,454,449,32.6619153,0.756822388,44.50356619,45.88027526
Delhi,5/16/2024,87,42,19,48.12371762,0.647066271,126.84055,46.0333584
Delhi,5/17/2024,153,164,151,65.03088119,0.134409349,175.7035427,46.94532271
Delhi,5/18/2024,405,422,396,93.02494431,1.443753405,38.98241815,30.93297621
Delhi,5/19/2024,427,385,408,16.95889589,0.298069235,169.6835301,45.98087892
Delhi,5/20/2024,306,301,307,98.63570791,1.693906364,33.68590943,46.43788472
Delhi,5/21/2024,368,371,395,30.46560588,1.254999348,82.06808269,38.49123433
Delhi,5/22/2024,251,252,278,10.41688207,0.733648426,85.65205178,29.18280213
Delhi,5/23/2024,124,111,82,51.91301101,1.013590258,184.5063977,31.41807009
Delhi,5/24/2024,492,492,515,25.87482879,1.046898768,89.59583541,46.16806555
Delhi,5/25/2024,226,204,216,66.90378591,0.124879468,136.0721007,13.01161851
Delhi,5/26/2024,133,131,120,47.31617114,0.262164369,199.4061079,27.59877546
Delhi,5/27/2024,306,351,333,45.75863039,0.91089892,161.9585842,20.72241496
Delhi,5/28/2024,207,185,203,13.28947011,0.996927196,117.3198153,7.956888774
Delhi,5/29/2024,127,123,142,57.19512424,0.937449219,86.14498157,30.18381491
Delhi,5/30/2024,368,321,291,40.09265302,0.243456391,153.1167819,17.25358346
Delhi,5/31/2024,415,398,427,82.06747943,1.959969728,169.5598833,44.0147192
Delhi,6/1/2024,57,71,97,29.97749457,0.539042114,137.6596213,5.886974199
Delhi,6/2/2024,103,119,139,68.74714971,0.552547284,28.89386462,15.94274859
Delhi,6/3/2024,127,108,133,82.61651341,1.929033705,189.4378479,11.34868319
Delhi,6/4/2024,447,491,515,90.67022367,0.124703655,26.24662086,14.35488148
Delhi,6/5/2024,196,164,169,67.86330073,1.437497657,183.0185607,33.1142572
Delhi,6/6/2024,60,11,-17,63.12654483,0.609320918,128.5882925,23.42352435
Delhi,6/7/2024,271,229,232,87.4961218,0.517069998,195.1639804,40.08914487
Delhi,6/8/2024,130,153,152,53.86880784,1.799649231,161.9724986,24.1346077
Delhi,6/9/2024,164,194,177,76.75182498,1.427807121,86.48450828,14.81103984
Delhi,6/10/2024,327,280,275,57.31211641,0.426190643,61.73839204,5.827580445
Delhi,6/11/2024,195,229,240,61.8864828,0.620704919,115.2938205,34.31391748
Delhi,6/12/2024,427,452,444,19.59208571,0.366035223,60.0999225,16.9924277
Delhi,6/13/2024,268,257,260,64.04651744,1.363569682,43.32054294,46.14853757
Delhi,6/14/2024,459,493,490,79.38202394,0.901868513,77.23556155,48.13822298
Delhi,6/15/2024,242,242,264,64.28368985,0.566163308,83.96616667,17.99121815
Delhi,6/16/2024,213,221,229,64.93642003,1.903682914,85.36338088,47.93391214
Delhi,6/17/2024,455,473,498,29.34463407,0.159247957,59.83016842,31.77850688
Delhi,6/18/2024,386,397,425,63.7158564,0.735063393,156.4733187,9.796921391
Delhi,6/19/2024,250,239,225,47.15141955,1.439358544,123.6743511,25.68566807
Delhi,6/20/2024,340,292,311,81.94742911,1.419923295,61.70757607,31.56038001
Delhi,6/21/2024,324,317,345,92.55822179,0.359955399,190.5450972,25.07025978
Delhi,6/22/2024,352,313,298,88.56512523,1.491227284,163.2466181,34.6452515
Delhi,6/23/2024,423,452,427,98.25191202,1.816391244,132.8663346,36.19288452
Delhi,6/24/2024,414,389,405,13.97488939,1.217701138,199.8771649,30.01129616
Delhi,6/25/2024,135,91,74,20.84703209,1.488944976,46.59381528,10.18769096
Delhi,6/26/2024,364,400,398,52.6792795,1.737881037,170.4643857,19.3595213
Delhi,6/27/2024,152,118,101,63.66428906,0.537016791,32.9077083,8.462894073
Delhi,6/28/2024,342,334,343,49.69289456,0.868522354,118.7612743,41.17896407
Delhi,6/29/2024,53,95,86,38.68772526,1.289193615,178.3357722,32.71384347
Delhi,6/30/2024,431,446,470,51.57485655,1.981648495,10.04512948,13.34628093
Delhi,7/1/2024,323,304,305,81.89049122,1.99607481,76.63524494,39.523473
Delhi,7/2/2024,367,373,358,88.63094028,1.969758591,155.9719486,23.7995052
Delhi,7/3/2024,408,441,415,75.90446265,0.106358088,98.78904564,18.36512944
Delhi,7/4/2024,373,340,346,13.78838707,0.133960476,197.667254,24.24979102
Delhi,7/5/2024,354,391,364,29.64284991,1.90492625,159.4055527,9.023495104
Delhi,7/6/2024,247,235,260,89.57790803,1.241517048,181.7075538,49.51332094
Delhi,7/7/2024,248,249,222,30.85045312,1.891190371,133.4328633,32.34815577
Delhi,7/8/2024,415,438,450,25.88752288,0.518923797,45.42326981,40.08130131
Delhi,7/9/2024,311,265,239,66.68001307,0.511015644,108.4694697,31.87733326
Delhi,7/10/2024,290,300,328,45.6617817,1.540653104,142.2439174,11.92531579
Delhi,7/11/2024,209,257,264,66.06436446,1.520956048,16.62438044,45.27146486
Delhi,7/12/2024,406,453,433,88.97147764,0.604640081,34.60783504,44.99366359
Delhi,7/13/2024,458,505,486,13.18801316,0.725197594,187.0020028,38.08456945
Delhi,7/14/2024,275,312,341,43.54196653,0.593532189,147.4498216,27.31440808
Delhi,7/15/2024,86,95,112,71.49328873,0.244648633,171.7293137,27.28159372
Delhi,7/16/2024,273,284,282,91.58623475,1.18550599,135.8012819,29.47005086
Delhi,7/17/2024,286,268,243,56.9134281,1.749505528,56.60425113,12.08032969
Delhi,7/18/2024,353,343,325,85.33119955,1.425195777,139.2267466,32.83751202
Delhi,7/19/2024,471,480,456,89.34734195,1.926499048,98.43930167,44.55821661
Delhi,7/20/2024,475,434,435,40.16069688,1.512665687,40.54438025,41.80851609
Delhi,7/21/2024,255,281,279,33.28194976,0.466952443,25.97866265,19.68951094
Delhi,7/22/2024,282,248,257,33.3823223,1.304610836,112.5972221,40.09304278
Delhi,7/23/2024,375,407,406,11.65849469,0.921257489,169.6230855,22.64680452
Delhi,7/24/2024,384,427,433,19.22587552,1.880734126,140.6982872,8.05266766
Delhi,7/25/2024,268,281,267,79.38858633,1.446286809,99.9790388,7.606420725
Delhi,7/26/2024,169,200,219,99.11335355,1.384499289,94.73207833,34.14081395
Delhi,7/27/2024,485,510,486,15.90635301,1.6608746,80.64837056,41.84535395
Delhi,7/28/2024,107,143,138,24.30444549,0.990224892,189.4176906,9.598712886
Delhi,7/29/2024,88,52,76,84.33286892,0.666911419,169.5899613,39.7770251
Delhi,7/30/2024,133,104,84,34.59335743,1.906640768,38.70099944,24.45506605
Delhi,7/31/2024,70,66,51,87.16240829,1.932588897,154.4178749,24.90344431
Delhi,8/1/2024,306,313,342,75.19804054,1.517090323,48.06823727,44.06552661
Delhi,8/2/2024,329,290,277,87.79224249,0.999098823,193.9567513,13.34864821
Delhi,8/3/2024,194,236,258,23.82922343,0.962017906,110.7673348,5.803785162
Delhi,8/4/2024,398,411,424,12.92735615,1.849610911,127.1635598,40.84417809
Delhi,8/5/2024,202,245,228,63.84945386,1.253882252,57.03259156,30.12857027
Delhi,8/6/2024,481,490,481,62.37742617,0.611087468,161.5362291,18.96628815
Delhi,8/7/2024,254,284,261,51.8138737,1.39286759,85.15356594,48.86149333
Delhi,8/8/2024,215,196,176,72.54836975,1.734232555,158.1716879,6.782847141
Delhi,8/9/2024,263,263,256,23.13298666,0.295305569,118.4718554,5.826543662
Delhi,8/10/2024,359,394,391,73.22184735,1.163332499,11.85646101,19.69075887
Delhi,8/11/2024,51,97,99,89.42801372,0.256766215,166.6576689,21.10106079
Delhi,8/12/2024,152,167,174,61.07867634,1.409983441,162.1114728,14.00676099
Delhi,8/13/2024,424,417,435,95.63949769,0.336017937,180.2820475,31.76494868
Delhi,8/14/2024,122,166,167,36.89522977,1.876883449,189.9965879,33.13870971
Delhi,8/15/2024,133,144,160,83.33426024,0.252218208,180.0151647,29.64165693
Delhi,8/16/2024,363,334,329,53.28134483,0.177432802,41.15990139,24.73732474
Delhi,8/17/2024,61,97,78,24.35902121,1.756388777,51.6506576,48.91393651
Delhi,8/18/2024,405,399,376,88.46495011,0.923945135,18.29571496,12.27526449
Delhi,8/19/2024,451,483,474,39.90831628,1.130709408,103.7226009,8.66869203
Delhi,8/20/2024,292,276,274,47.65598098,0.486798733,169.6859572,12.83870015
Delhi,8/21/2024,262,242,269,76.84358691,0.908437335,75.72764858,21.69674433
Delhi,8/22/2024,69,78,71,58.8970471,1.076592149,121.7310918,6.322750059
Delhi,8/23/2024,403,452,423,63.79512087,1.60661658,134.4517744,49.64599924
Delhi,8/24/2024,235,196,168,66.06699252,1.299964418,149.2914743,10.92054583
Delhi,8/25/2024,57,106,123,64.16698453,1.301827013,80.84124107,28.06768423
Delhi,8/26/2024,342,360,367,54.30500708,0.569739041,175.4424812,25.03873648
Delhi,8/27/2024,280,318,307,63.36557663,0.410695358,84.30549196,48.62355451
Delhi,8/28/2024,115,99,105,10.81273637,1.217984003,123.7556562,22.84968994
Delhi,8/29/2024,456,452,452,31.2445417,0.23964382,42.25400197,28.38982769
Delhi,8/30/2024,315,340,339,23.11809114,0.953924287,121.6980305,47.68625097
Delhi,8/31/2024,362,375,398,25.08572947,0.169675711,149.9163829,34.87120374
Delhi,9/1/2024,214,212,230,73.48470347,0.948100428,174.2010738,30.11631123
Delhi,9/2/2024,300,310,299,34.27746504,0.208465027,110.9222103,47.14725615
Delhi,9/3/2024,334,284,308,30.22310593,0.442019831,26.825561,9.648903071
Delhi,9/4/2024,228,255,236,23.35088809,1.974597234,193.3725523,5.222299142
Delhi,9/5/2024,266,265,263,88.11264651,0.964005726,107.9632454,26.99809611
Delhi,9/6/2024,477,464,453,21.31673606,0.352157842,37.27304879,47.29189064
Delhi,9/7/2024,429,386,405,26.95141754,1.488576002,39.67113051,15.5552582
Delhi,9/8/2024,135,131,134,69.54691153,1.959399446,81.11638576,5.788219589
Delhi,9/9/2024,194,169,146,87.81479524,1.560186793,31.49086562,40.79796673
Delhi,9/10/2024,338,288,276,94.67878207,1.670993879,136.7245882,30.97333565
Delhi,9/11/2024,495,536,507,99.94723532,0.191602874,195.663095,23.31085823
Delhi,9/12/2024,225,187,165,18.14335258,0.648502632,30.73083004,34.27302415
Delhi,9/13/2024,151,104,111,49.43551118,1.812613734,176.7993202,19.27380725
Delhi,9/14/2024,414,438,408,20.81881498,1.134529286,11.09414549,19.60636235
Delhi,9/15/2024,125,145,129,72.5920486,0.838260392,95.2517883,15.68948589
Delhi,9/16/2024,340,333,340,16.58763314,1.246552327,136.9604317,32.87706557
Delhi,9/17/2024,479,437,409,58.81272985,1.907809263,170.9617987,46.14064322
Delhi,9/18/2024,270,245,239,44.21760569,0.857763284,120.2327502,29.0121146
Delhi,9/19/2024,320,312,329,59.44728146,1.519063861,145.9432723,28.45553596
Delhi,9/20/2024,70,42,54,10.68065875,1.330201957,180.6258043,15.95670335
Delhi,9/21/2024,252,252,236,27.74387139,1.010448136,46.96608141,12.48492235
Delhi,9/22/2024,422,423,438,37.65609684,1.625749206,112.4406426,19.00884646
Delhi,9/23/2024,469,448,435,45.99146861,1.955777953,166.403063,28.51164682
Delhi,9/24/2024,312,356,369,26.32945129,1.097810429,144.7187897,9.809461539
Delhi,9/25/2024,475,485,496,92.59772403,0.906602108,26.53740289,41.70868896
Delhi,9/26/2024,221,215,226,20.107391,0.104909628,131.2171891,28.18288267
Delhi,9/27/2024,269,227,222,29.08403559,1.260863879,88.09540926,42.79375863
Delhi,9/28/2024,121,94,79,60.09733521,0.585725496,67.39149535,37.93811304
Delhi,9/29/2024,149,158,166,70.07949094,0.281517096,128.5332717,25.32954554
Delhi,9/30/2024,291,309,325,31.17120263,1.751593287,99.84947347,29.09111458
Delhi,10/1/2024,199,196,202,67.77743504,1.253478669,113.8725084,15.43761933
Delhi,10/2/2024,127,153,179,54.7090173,1.976792488,35.92355299,36.28150493
Delhi,10/3/2024,372,363,386,50.12118231,1.476582018,13.00600744,20.3490511
Delhi,10/4/2024,351,319,292,75.19049354,1.198935142,62.09052665,8.573871605
Delhi,10/5/2024,281,327,332,27.26805922,0.714405968,53.06471642,20.97483376
Delhi,10/6/2024,245,207,225,84.86768019,1.372244971,23.28700508,33.80757007
Delhi,10/7/2024,313,334,353,71.2118738,0.538575459,96.80314253,13.56461883
Delhi,10/8/2024,179,215,228,69.56552709,1.159788493,148.8235969,25.93425255
Delhi,10/9/2024,313,284,297,17.98906547,1.927164898,130.6424087,38.9677019
Delhi,10/10/2024,360,389,400,18.70088047,0.955704779,153.6710325,20.64071859
Delhi,10/11/2024,445,402,391,52.73978892,0.826799932,32.76751038,48.83740829
Delhi,10/12/2024,167,121,110,93.43008711,1.125918548,169.9863259,28.44310898
Delhi,10/13/2024,455,486,463,77.97433784,0.342655619,166.9528497,40.19126395
Delhi,10/14/2024,275,238,243,37.28155204,0.599913883,78.42591742,8.943923604
Delhi,10/15/2024,298,320,290,37.49718796,0.854264882,94.9684827,32.026745
Delhi,10/16/2024,360,315,319,80.76483611,1.191716026,117.6493188,22.59692434
Delhi,10/17/2024,61,59,70,58.57593569,1.2931051,138.1177232,28.96165367
Delhi,10/18/2024,183,199,184,29.07842418,1.655596508,71.28031579,6.030222124
Delhi,10/19/2024,396,347,351,41.14897539,1.953659382,131.7846947,42.01162536
Delhi,10/20/2024,330,333,335,93.04814715,1.025417646,125.1880582,39.41644104
Delhi,10/21/2024,430,431,403,95.75177748,1.667881458,136.5983083,10.479286
Delhi,10/22/2024,454,501,474,22.16496602,1.929918712,114.4106118,48.46199725
Delhi,10/23/2024,145,186,168,94.28042565,1.764599866,62.77299851,43.31518869
Delhi,10/24/2024,209,251,263,65.76291594,1.335382076,38.88472209,7.76073322
Delhi,10/25/2024,467,426,420,15.2347416,1.990246003,20.97830659,36.2765853
Delhi,10/26/2024,132,90,94,16.71668329,1.587122477,60.42360775,12.99948745
Delhi,10/27/2024,449,495,468,66.98706634,0.534899749,54.20265233,14.93611834
Delhi,10/28/2024,270,271,276,57.43373175,0.909558429,34.83497158,44.89718969
Delhi,10/29/2024,111,159,135,57.29541598,1.015106208,43.60855758,22.41854422
Delhi,10/30/2024,182,186,157,22.04233627,0.895303181,160.1641698,31.19667034
Delhi,10/31/2024,363,351,325,29.36816848,0.123029472,55.82827694,48.91431897
Delhi,11/1/2024,387,381,382,53.90686395,0.308498777,114.1123029,25.44698006
Delhi,11/2/2024,357,361,383,53.94170233,0.385092463,71.68842611,38.18106848
Delhi,11/3/2024,281,329,339,65.26731801,1.73317394,84.55480709,48.02999858
Delhi,11/4/2024,162,175,161,69.28229316,1.891379169,163.6878577,8.438758675
Delhi,11/5/2024,146,105,124,13.45837141,1.813347785,97.68071828,33.67406646
Delhi,11/6/2024,339,296,324,50.51119892,0.531232919,178.9842741,25.27788455
Delhi,11/7/2024,222,254,228,76.36903918,1.07322165,139.243278,6.875280527
Delhi,11/8/2024,136,128,98,16.48759024,0.235387783,12.30061029,48.04256292
Delhi,11/9/2024,326,333,333,36.68820232,0.764436137,157.1841709,34.7616775
Delhi,11/10/2024,77,77,89,47.09178372,1.144270483,167.8015467,8.092077463
Delhi,11/11/2024,187,174,190,17.39545007,1.938934066,66.13450772,39.61504165
Delhi,11/12/2024,458,480,451,70.06153582,0.119812629,58.52856209,16.7320985
Delhi,11/13/2024,154,144,138,57.72719199,0.179707325,194.0128677,40.94213862
Delhi,11/14/2024,189,229,238,20.25609712,1.023429456,184.8564644,28.43456638
Delhi,11/15/2024,337,384,364,13.93620633,0.310535128,123.7209994,9.275526455
Delhi,11/16/2024,364,391,420,44.97875188,0.410999223,62.02034843,46.77428898
Delhi,11/17/2024,221,202,222,89.82324102,1.327040544,64.32228996,41.71761225
Delhi,11/18/2024,168,156,174,33.25884583,1.1336315,130.8534451,14.94785172
Delhi,11/19/2024,175,132,147,75.56416094,1.575250148,134.6707492,12.98429463
Delhi,11/20/2024,135,106,118,34.23981685,1.125156819,148.3099636,9.857467159
Delhi,11/21/2024,262,290,311,83.60067969,0.505671596,106.1120117,42.83163626
Delhi,11/22/2024,327,319,325,63.13129214,1.065885039,66.53420575,30.42598968
Delhi,11/23/2024,462,441,449,61.9455505,1.766563039,92.42209733,12.23816783
Delhi,11/24/2024,235,200,177,32.20109781,1.480277259,198.4438908,9.463014481
Delhi,11/25/2024,273,286,297,69.18042815,0.690764967,151.0461296,41.6803273
Delhi,11/26/2024,268,244,215,41.98461118,1.589204391,115.3030377,5.235332609
Delhi,11/27/2024,139,146,169,84.94124224,0.120960067,152.413642,39.14043755
